ticker,isin,branche,idNotation,isoCurrency,date,open,close,high,low,volume
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-04 12:00:00,13890.22,13726.74,13907.13,13647.79,85705566.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-05 12:00:00,13680.69,13651.22,13768.13,13566.47,80667857.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-06 12:00:00,13687.08,13891.97,13919.23,13617.11,110771876.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-07 12:00:00,13946.53,13968.24,14007.47,13902.24,99353840.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-08 12:00:00,14106.6,14049.53,14131.52,14007.71,95347769.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-11 12:00:00,13986.42,13936.66,14007.65,13806.69,78212781.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-12 12:00:00,13985.89,13925.06,13999.57,13871.44,85738218.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-13 12:00:00,13899.06,13939.71,13978.43,13868.83,79014472.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-14 12:00:00,13973.77,13988.7,14030.22,13942.88,86638950.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-15 12:00:00,13904.3,13787.73,13958.16,13672.67,108936356.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-18 12:00:00,13701.98,13848.35,13850.4,13701.74,60587784.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-19 12:00:00,13935.93,13815.06,13940.05,13804.46,75739200.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-20 12:00:00,13848.77,13921.37,13952.2,13835.99,71423614.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-21 12:00:00,13997.78,13906.67,14026.35,13878.84,72636454.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-22 12:00:00,13858.05,13873.97,13897.73,13744.26,84446511.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-25 12:00:00,13943.96,13643.95,13946.85,13599.78,92867825.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-26 12:00:00,13687.39,13870.99,13925.73,13670.23,86888820.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-27 12:00:00,13827.47,13620.46,13851.84,13475.03,124592060.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-28 12:00:00,13500.64,13665.93,13698.54,13310.95,124106065.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-01-29 12:00:00,13474.2,13432.87,13593.03,13403.74,116535596.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-01 12:00:00,13559.94,13622.02,13648.05,13518.45,75533782.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-02 12:00:00,13724.12,13835.16,13844.94,13693.93,88372943.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-03 12:00:00,13986.72,13933.63,13988.15,13866.39,91169324.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-04 12:00:00,13971.94,14060.29,14069.89,13955.7,95748491.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-05 12:00:00,14061.69,14056.72,14114.44,14013.13,85490143.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-08 12:00:00,14156.84,14059.91,14169.49,14056.55,71258544.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-09 12:00:00,14055.6,14011.8,14061.61,13962.14,67923502.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-10 12:00:00,14063.12,13932.97,14063.12,13830.12,81371786.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-11 12:00:00,13958.39,14040.91,14053.06,13916.63,80197158.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-12 12:00:00,13976.13,14049.89,14050.96,13916.73,70098836.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-15 12:00:00,14109.07,14109.48,14131.21,14074.25,63504344.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-16 12:00:00,14105.13,14064.6,14130.74,14049.98,70553804.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-17 12:00:00,14028.1,13909.27,14036.95,13894.06,92124658.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-18 12:00:00,13926.84,13886.93,13961.05,13853.77,88499603.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-19 12:00:00,13941.4,13993.23,14026.18,13892.72,87766587.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-22 12:00:00,13858.56,13950.04,13975.08,13802.55,77586424.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-23 12:00:00,13984.98,13864.81,13989.24,13664.71,103824418.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-24 12:00:00,13855.85,13976.0,13998.3,13855.85,82883297.0
DAX,DE0008469008,Deutschland,20735,EUR,2021-02-25 12:00:00,14045.02,13879.33,14051.01,13879.17,110432386.0
